episode,phase,smiles,reward,size_center,entropy,kl_coef,max_steps,replay
32,1,COCC12CC3SC(CN=CC(C)(C)N)NOC(C)(C1=O)C(O)CC2C(C)C(O)CCC(C)C3C,0.3069759373736136,25.0,0.1,1.0,60,64
32,1,CC1=CC=C2CCC(C(O)O)COC3CCC(O)C4(C=C(C(=O)O)C(=O)CC3C3=C(O)C=CC=C(OC4)C1=C3)CCC1(C)C2N1O,0.20775113740222376,25.0,0.1,1.0,60,64
32,1,C=C1OC2=C3C=CN4N=C(C(=O)O)OC5(C=C1C=C(C=C(C=CC1=C3C1=O)SS5)N=C2)O4,0.29798003487139185,25.0,0.1,1.0,60,64
32,1,C=CC(=C)N(O)C1=C(C2=CN(C)C(=C=S)NN3C2=C=NC(C)(S)C=C(N)C=C3C=CF)O1,0.2214488021039767,25.0,0.1,1.0,60,64
32,1,CC1=CC23OCN(NC(Cl)=C1)C2=C3C,0.04832129994440011,25.0,0.1,1.0,60,64
32,1,C=CC1=CN=C2N3NC(C)=C(C)C(C(C)=C(C=CC=NC(C)=O)N1C)N2C1=C=C=C=C(C)SC(=O)SN(C)NN1C(N)(O)O3,0.1886880010536869,25.0,0.1,1.0,60,64
32,1,CC1(S)N=CC2=CC3=C4C=C(Cl)CN=C(ON3C3OCN2C3=O)C4C=C1OOF,0.19757315652817056,25.0,0.1,1.0,60,64
32,1,C=CC1=C2C(=O)C=C3CCN3C(=CC(=O)O)N=C3CC(CC4=CC=C4C)=C(O)C2N3C(O)=CS1,0.3442696976080704,25.0,0.1,1.0,60,64
32,1,C=C1C(C)=CC=CC(C)=C2C(=O)N(NSO)C1=C(F)C=C2CC1=CC=C(NC(=O)Cl)OO1,0.2994021584564284,25.0,0.1,1.0,60,64
32,1,FC(Cl)=C1C=C2C3=CN4C3=CC=CC3=CC4=NC4(CCl)C(=CC1=C2F)N4C=C=C3,0.16461758434270715,25.0,0.1,1.0,60,64
32,1,CC(=O)NCC(=O)C1OC2SN=C(OSO)C3CCC=CC(=CC=C(O)N31)S2,0.17225108033267053,25.0,0.1,1.0,60,64
32,1,CC(C)=C1C2=C(Cl)SC=C3C(=CC2=O)N=C(N)CN(O)C(=O)ON=C3N1C,0.21193978492966445,25.0,0.1,1.0,60,64
32,1,C=C1C2=CSC3=C4OC(O2)C(C=CCN2C=C=C3C(=O)C(=C)C2=C1C)N4C(=O)CC(=O)O,0.27730082949929913,25.0,0.1,1.0,60,64
32,1,CNC(O)C(NCl)NC1C(N)(OSOOC)OC(C)C(Cl)C(Cl)C(NO)NC(O)C2CCCSC(N)C(Cl)N(C(C)(O)SC)C(C2)CC1(C)N(F)C(O)CC(Cl)C(C)O,0.11124601204706604,25.0,0.1,1.0,60,64
32,1,C=C1C(Cl)=C=C1N1C(=C(F)Cl)CSNC(O)=C1C1=NN(N)C2=C3C(=N1)N3C=C(C1=CC(=COC)C(=O)S1)C2=NO,0.18748488987047263,25.0,0.1,1.0,60,64
32,1,CC1=COSC2=C3C4=CC(OO)=CC5=CC3(OC(C)=C2)C(=CC2=C(O)C(=O)C(=C4)C52C)SC(O)O1,0.2514176732492484,25.0,0.1,1.0,60,64
32,1,C=C1C(Cl)=CN=C2OC(Cl)=C(F)C1=C2C1C(C(=O)O)=CC12C=C=C=COC=C2,0.24801939558118408,25.0,0.1,1.0,60,64
32,1,CC1=C2C3=CC4(CC=C5SC(F)=C(OC(C=C(O)O)=C54)C(C)C3)CC(CC3CN3)CN2C(C2=CC2C)=C1,0.21162087899881624,25.0,0.1,1.0,60,64
32,1,C=COC(=O)C1=NC(=O)N(C(=O)C(=C)C(=O)C(=O)C(=O)C(=O)O)C(C(C)(C)F)OC(C)(OO)C=C(OOC)N(O)C(C)=C(O)C1Cl,0.06298241831421694,25.0,0.1,1.0,60,64
32,1,O=CC(F)=C1OOC2=C3C=C4C5=NC(=O)N4C4C(C=C=C(NCl)N(O)O)=C(OC(=CC1=C=CN(F)C=C2)ON54)SC3,0.1862673795049559,25.0,0.1,1.0,60,64
64,1,O=C1C=C2C=C3C=COC4=CN(SOOC(=O)C(N(F)F)N3F)N3CC(=C1C=C=C3C(Cl)=C=C=C=C=C=C4)O2,0.24369376137757162,25.0,0.1,1.0,60,96
64,1,C=C(C)C(=O)C=CC1=NC2N3N=C4C5=C(F)C=CC6=C=C=C6C1=CC(OOC)=C3C=C5C(=C)OCSC42O,0.4462335362146699,25.0,0.1,1.0,60,96
64,1,CC1=COC2OCC(C)(C)C=CC3=C(N)OC4=NC5C(=O)C6(C)N=C(C=CC4=NC6N=C1)C(C)(C3)N25,0.3848920415471369,25.0,0.1,1.0,60,96
64,1,C=C1C=C2C=CC3=C(Cl)C=NC(C)C(=NC(OS)=C(N=N)O3)NOCCC=C(C=C(O)ONON2C)SO1,0.16417210371531532,25.0,0.1,1.0,60,96
64,1,CN1C=C=C(C2=CC(Cl)=CC(Cl)=C2)N(CN=N)C1,0.09083197503603882,25.0,0.1,1.0,60,96
64,1,CC1=CC(N(O)O)=C=CC23SN=C(O)C4C(O)CC5OSN=NC2C(C)N2SOC4(C)SC(=O)C(=CN1C)SC5=CC23,0.15386019299761755,25.0,0.1,1.0,60,96
64,1,CCC1C2=C(C)C=C3OC4(CS3)C3=C(C=CC2)OC2=NC(=C(N)F)C5=NC(C)SC(N(O)C(=O)CC(=O)O2)C1(O)CC4C3C5O,0.27180638199555823,25.0,0.1,1.0,60,96
64,1,C=C1OC(CC(=N)N(O)O)=C1C1=COC(C(C)C)=C(Cl)C=C1,0.15961849970825842,25.0,0.1,1.0,60,96
64,1,COC1=CC=C2C(=O)C3=C(S)C(=NO3)C3=NC2(C)SC2=NSC4=C=C(OO)C4=NN3C=CC(C)(O)NC=CC=C2C1,0.2483869970955066,25.0,0.1,1.0,60,96
64,1,C=C(O)C1C(=O)C2=C(C)C3=CC4=CC(C)(N)N=C(C(F)=N2)N1C4=NC=C1C=C=C(Cl)C3=C1,0.28002233752953315,25.0,0.1,1.0,60,96
64,1,C=C1C(C(C)=O)C(=O)C(O)=C(C(O)(F)F)N1N=CC1=CSN=C=CN(CC(O)=CCl)C1=O,0.20824903691950195,25.0,0.1,1.0,60,96
64,1,C=CC1=CC2=C3C=CC(C)=CC(C(=O)CCC)C(C=C1)C1=C3C(O)NOC1=CC(C)C=C(SC1CC1C)OC2C,0.15884451613095538,25.0,0.1,1.0,60,96
64,1,C=CNCC1=CN(Cl)C(C)(O)OC(CC)CCC(Cl)C=CCC2(C)C(=C)C=CC(=CC)OC(C(=C)C)=NC(C)=NC(=C(C)C2=O)C=C1,0.24527362199715713,25.0,0.1,1.0,60,96
64,1,CCC(O)SCC(C)C(CC)CN(CCOC(C)S)CC1CCCC(CC)N(CNC(CC)C(C)F)CCC(N)C(C)NC(C)NC1NC(NCCNC(C)C(C)O)OC,0.26517942417230755,25.0,0.1,1.0,60,96
64,1,CC(=CC1=C(N)C=C(F)C2=C(C(O)=CC(=O)O)CC(OC=O)=CC(N)(CF)CCC(=CC=CF)CC1=C2C)CN,0.2932435802907773,25.0,0.1,1.0,60,96
64,1,C=C1CC2C3C=C(C)C4C(F)=CC5(C=C(C(=O)N4N(O)CO5)C(O)=CC1C(C)O)C(C)(O)COC32C,0.30252403684172186,25.0,0.1,1.0,60,96
64,1,CC12C=C3CC4C5NC6C(C61)C1COC67CC8C49CCC4CCCC(SCC(S6)C18C1C=C(C=C3O)N5N(O)OC7C1C2N9)S4,0.2530709370049166,25.0,0.1,1.0,60,96
64,1,C=CN1C=C(C)C(NOC)=C2N=C(N)SCC3C(O)=CC(OO)=CC2=CC=C(Cl)C=C(O)C=C3C=C1C(O)=COCl,0.28399644778859773,25.0,0.1,1.0,60,96
64,1,N=C1C(O)=CN(C=C2CN3OC(C=O)=CN(C=C3C=C(O)O)C2=C2C=N2)N1F,0.19152109402327902,25.0,0.1,1.0,60,96
64,1,CCC(Cl)C1C(C(C)C)CC(O)N1CC=COC(=O)C1=C(O)C=CC(C(O)S)C(F)C(O)C2CC(O)CC(CC(CCC(C)CCCOCl)C1)C(OF)S2,0.21476177640193414,25.0,0.1,1.0,60,96
64,1,OC1(O)CN(NC2=CC=C(OC3=CC=N3)C=N2)C2=CC1(F)C=CC=C2,0.242851933638767,25.0,0.1,1.0,60,96
64,1,COC1=C2NOCC3=CC=C(Cl)C4=NN(C=C4C)C4CCC(CC(=O)NC(=CC(C)CC(N(C)C)C(=CC(C)=C1)C4)OC2=N)C3O,0.3392620009184604,25.0,0.1,1.0,60,96
64,1,CC1C=CC2(C)C=CC(C)C(=CN(OS)N(C(O)NN(O)O)N1)C(=S)N(N)OC1=C3CCC(SCC(C)(C=C1)C2)C(N(O)C1(N)COC1)NO3,0.16743801942116626,25.0,0.1,1.0,60,96
64,1,C=CC1CC(=O)C2(C=C(Cl)Cl)CC3C4CCC5=C(C=C(OC)CC3C3CNC(CC(O1)OC(C4)CC(N)(N)CC(=O)O3)S5)C2O,0.29632746060555387,25.0,0.1,1.0,60,96
64,1,COC(=S)N(O)N1C(=O)C(N)=NC2(O)CN(C)C3C1=CN(C(=O)O)C1C(=CSN=C(C)C=C12)N3O,0.10275331745545574,25.0,0.1,1.0,60,96
64,1,C=C(C)CC1=C2NC(=S)C3=NC4=C=CN5C(=C)CC(C)(N=C1)C(C)C5=NC=C(C=C(N(O)O)O4)N32,0.25612349410695456,25.0,0.1,1.0,60,96
64,1,CC1CCCC2C(N)CN(Cl)C3CCN4C(CN(C)O)C(C)C(CC(CCCC3SO)C(C(C)O)NNC3N5CC(F)C34CCC(CN(C)C)C5OS1)C2O,0.3072238435934634,25.0,0.1,1.0,60,96
64,1,CCC1CCCCCCC2C(C1)NCCC1NC3CCC(NN(C)C(NC(C)C)C(CC(O)CC(C)(C)O)C(CC(O)C(C(O)OC)CO3)NC1O)SCOC2O,0.3752648473779935,25.0,0.1,1.0,60,96
64,1,CSC1=C=C=CN2C=C1OC(C(C)(C)O)=NN=C(CC1=C=C=C1N)N(O)N2,0.20326074081088952,25.0,0.1,1.0,60,96
64,1,CC1=C=C=CC2=NC3=C4C5=C=C5C(=C(F)C2)C(N)=NC(N(F)CN(C3=O)C(N)=NC1)N4Cl,0.15625709358286827,25.0,0.1,1.0,60,96
64,1,C=C1CSC=CC(F)=C2CN(C3=C=C3)C(F)OC(=C=C=C(O)O)N12,0.17895865779664977,25.0,0.1,1.0,60,96
64,1,C=COC1=C2C=C(O)C(C)(C=CN=C3C=C1C1CC(C=C)=NN=C(C)N3CN3C(C)=CSC3=NN=CC=CO1)C2,0.2984402918808166,25.0,0.1,1.0,60,96
96,1,CCC1C(O)NCC2SNC(CN(O)C(C)O)CC3OC1C3SC(O)(F)C1C(O)NNOC(O)N1CSCC(O)(O)SSC(O)C(Cl)C2NC,0.08406475750378999,25.0,0.1,1.0,60,128
96,1,C=C(S)NC1C=C(SC)C=CC(=C)C(=NC(C)=O)N(O)CN(SN)NC2=C=NC=C2C=NC1,0.1669672358542401,25.0,0.1,1.0,60,128
96,1,CC1=C2C(Cl)=C=C=CC(N3C=COC=C3)=CC3(Cl)C=CC1=CC=C1C=CC=C1SN(NS3)C13C(N(O)N=O)N1N23,0.2155615336244952,25.0,0.1,1.0,60,128
96,1,CON=C1C(=O)C(=N)CCC2=NC=C3SC(=N)C(N=C1C=CC=NC1=CC=NC=C1N)C(C)=NNN2C3=O,0.1451857120043359,25.0,0.1,1.0,60,128
96,1,CC1(O)C=CC23CN4C5=C(O)CC6=C7C=C=C=C8C=C(S7)C(=NSC5(CC2=N6)SC(=O)C2OC(=C23)O8)C2SC1N24,0.2440861850609451,25.0,0.1,1.0,60,128
96,1,CC12CC=C3C=CC45CCC6=CC=C1C(=C3Cl)C=C1NC4C6CC(COC(O)C(=O)C(=O)C12)ON5,0.3164620249378965,25.0,0.1,1.0,60,128
96,1,C=CN1C=CC(N)=C(OCC)COC(=C)C2=CON=C1C(CC)=NN(C)N1CC(O)CN(O)C1C2,0.3044150023172286,25.0,0.1,1.0,60,128
96,1,CC1(C)CC2=C(N=C(C=CN(O)O)C=C(C=N)SC3=NC3=CN3N=NC3=C2)OOO1,0.18620649199355405,25.0,0.1,1.0,60,128
96,1,C=C1C=CC2=C(O)C(OC)=CC3=C1N1CC3C(C(=O)O)COC3=NC4=CC2=C1C=C(Cl)CC3(C)O4,0.3277586185368868,25.0,0.1,1.0,60,128
96,1,CCCC1(O)NC(N)=C2N=C(OC)CCCC3OC(=CC=CC4CC45C=CC=C4CCN1C(S)(CCC4N(O)O)CN3C=CN5)C2=O,0.3091746668983122,25.0,0.1,1.0,60,128
96,1,C=CC1=NNC2(OCl)OC=C3C=C(OOO)C(Cl)C(=O)OCC(NO1)(ON=C(O)COSC(OCl)=NC2(C)C)C3=C,0.06008516906284697,25.0,0.1,1.0,60,128
96,1,C=C1CCC2OC3=C(C)C(O)CCC4CC5NC(C1)OC1(C)C=C(SOC)SCC(O)C6(C(C1)C(CC(O)(O)C6O)C(=C3)SN=CC2O)C45,0.23162984698290412,25.0,0.1,1.0,60,128
96,1,CC1=CC=NN(C2=CCC(O)=NC3=C=CC3=C2)C(O)=CC(Cl)=C(OO)N1Cl,0.20453323840957197,25.0,0.1,1.0,60,128
96,1,COC(CO)C1CCC(C)(C)N2CC(CN(O)O)C(O)CC(C)NC2C1O,0.23136580931537978,25.0,0.1,1.0,60,128
96,1,CSC1C(Cl)=CN2CN(O)C3C(O)=C(N)C=C(O)C=CN1C(C(=O)O)=C(C)C(SC2C(O)=S)C3(C)O,0.2052570242284781,25.0,0.1,1.0,60,128
96,1,CCC1=C=CC2(C)CC3CCOC(F)C(C)(O)OC(=C(O)C2C=C1)C(=O)N(C(C)(C)C)C3N,0.2985191126781606,25.0,0.1,1.0,60,128
96,1,COSSN=C1C(=O)CC(=C(C=N)OC)N=NSC(CN)OOC(=C(O)C(=O)O)C=C(C(=O)OC)NC(=S)C1N(O)C=O,0.046392710564884095,25.0,0.1,1.0,60,128
96,1,CC1C(=O)OC2C3C=C(OC(O)=NC3=O)C(=C3OO3)N(N)CC=CCC13CC1C(Cl)ON(CCCCC4CC2C(=O)C1ON(Cl)S4)C3,0.20850878990460425,25.0,0.1,1.0,60,128
96,1,C=C(Cl)C=C1C=C(C=O)C2(C)CCC3NC4CC5=C(CC)OC(=C5C=C(O)SC3=C)C(=C(C)C=C4N(O)O)C(C1)N2,0.2733984408041435,25.0,0.1,1.0,60,128
96,1,NC1C=CCN2C(N)N1CC1=CC(F)=CC(=CN2C2=CC=CC=CNC(=O)NC(F)=C2)C1=O,0.21308474550813578,25.0,0.1,1.0,60,128
96,1,C=CCC(=O)C1=C2C=CC=C3C=C(C=CC(=C)C)C(=C(N)C(=C(Cl)NC=O)N=C4CC4C3N)N=C(O2)C(NC(C)=O)=C1,0.2813436460623308,25.0,0.1,1.0,60,128
96,1,CCC(C)CCC(CNCCCC(N)C(C(F)CF)N(O)CC1CCN(C(O)CO)C(O)CSOC(C(C)O)C(NCCN)CC(CN(C)CC(C)(N)C(C)O)O1)C(C)O,0.31692683558784074,25.0,0.1,1.0,60,128
96,1,CCCC(O)C(N)C(NC(O)CCC(CNC(C)C(CO)SC(CO)C(C)(C)O)OC(CN(Cl)C(C)O)C(CC)(C(O)C(O)CO)C(CC)C(C)C(O)CO)SC1CC1C,0.25366294942279166,25.0,0.1,1.0,60,128
96,1,C=C1C2=C=CSC(=O)C=C2N=C2C3C=CN(O)C4=CC13C2C(O)=CC(C)=NS4,0.22463167305892637,25.0,0.1,1.0,60,128
96,1,C=CC1=CC(NCC2=C(C)C=CC2=C)=C(O)C=C2OC(=C)C(=C=CN2C=C)C1,0.18524709014930188,25.0,0.1,1.0,60,128
96,1,CONC1C(C)CC2=CSCCCC(CCCCC(C)C(C(N)O)C2N)NN2ONC1(Cl)C2O,0.2269037067582471,25.0,0.1,1.0,60,128
96,1,CON1CSC2C=CN(N)OOC(SN)CN(SN(O)OCC(O)(Cl)CCCC3(Cl)SC(CC(Cl)S1)C3C(C)O)C(C)=CC(C)(N)CC(N)C(Cl)C(ONN)C2,0.09564663933121902,25.0,0.1,1.0,60,128
96,1,C=C(O)N1C=CC=C(F)C2=CN(F)CC(N1)C(SF)C(C1C=CC=C1C)NNC(N(N)O)C(N)CNOC=C1CSC(CC)=CC1NC2C,0.22381809523609072,25.0,0.1,1.0,60,128
96,1,C=CN1C2=CC3=CN(N)C=C1C1C=C4C=C(N(O)O)SC=C3C=CC43SC=C(C=C(C2=O)N1CC)C(=O)NC3=O,0.36309188332221237,25.0,0.1,1.0,60,128
96,1,CONN1C(SC)=C=COC=C1C=C1C(OC)=NC(SC2=CC(O)=C2OF)=C(C=COO)C=C(C)C=C(C)CC1(O)ON,0.23406712668817348,25.0,0.1,1.0,60,128
96,1,CCC1=CC23C=CC(=O)OC(=CON4CSC2=C(C=N)C4=O)CN(C=C3)C1=O,0.25393856976741247,25.0,0.1,1.0,60,128
96,1,N=C1C=C(C=O)C2(O)C1N1C=CC3=CC4(N)CC1=COC=CC1=NC(=C=C3)C=C=C(S4)C1=NN2O,0.3076433950465526,25.0,0.1,1.0,60,128
128,1,CCC(C)CC1NC(=C=O)C(O)CN2NC(O)=CC=C(C1=O)C2=O,0.18665920358235585,25.0,0.1,1.0,60,160
128,1,CC(O)C1CCCC(O)C(C)NOC23C(C)C(F)CC(O)C(NC(F)=CN(C)C(C1O)C2C)C3(O)C(C)C,0.3078852149306168,25.0,0.1,1.0,60,160
128,1,CCCC(CNC(C)Cl)NC(NC(C(CCl)C(C)C)C(SO)C(C)C)C(NO)C(NCC1CNC(O)(C(C)C)C(CC(CCCC(C)CC)C(O)CC)O1)NC(O)COC,0.3090717112235846,25.0,0.1,1.0,60,160
128,1,CC(=S)N1CSC2=CC(N)=CN1C=CN1SC3=C(O)C=C4C=CC(=C4)N4C1C2=C(O)C=C(O3)N4O,0.2309101151367146,25.0,0.1,1.0,60,160
128,1,CN1CC(O)C2NOCCC3CCC(Cl)C=C4ON=C4C=CC=C(C(=O)O)C4CC(OO)=CN=C=C(C=C3C(CC2O)C4O)C1=O,0.3279420256586141,25.0,0.1,1.0,60,160
128,1,CN1C2CC(C)(C)CC3CN4CC5C1C1C6OC(S)CC6OC6(O)C(OSC2CC(O)C5N6O)N3CC14,0.3136461899628305,25.0,0.1,1.0,60,160
128,1,C=CCCC1=C2C=CC=C(C2C=CSOC=C)N(C)CC(=O)C1,0.12717511144132024,25.0,0.1,1.0,60,160
128,1,COC1=CN(N(O)CC23C=CC4(O)CSOC=C2C=C(NSSN2CC(=CC2=NSC)OON(N=O)C3Cl)N4O)N=C1,0.06622447095481164,25.0,0.1,1.0,60,160
128,1,C=COC1=CCC2=CC=C(C=C)C=CCC(C=C)CCC=C(C(=O)CC1)C(O)CC(O)N(C=C)C(C)CO2,0.1810647994926504,25.0,0.1,1.0,60,160
128,1,COC1C=C2CCC3C=CCC(C=O)C(Cl)OC4=C(OC(O)C3C)C(=O)C(CCOCC1=O)N(Cl)C2CCC(N)C(C)CCC(C(=O)Cl)=C4,0.23806911470188488,25.0,0.1,1.0,60,160
128,1,CC(=O)C1=C(O)C2=C3C4CC5C6NC(O)CNC(N=C4SN2Cl)C(CCl)=CN(SN5O)C(C)C(SC(O)(COO1)C(O)CC(Cl)C(Cl)O6)N3F,0.1027873641835556,25.0,0.1,1.0,60,160
