canonical,n_atoms,qed,sa,lipinski,composition
Cc1cc2cccccn-2c2nc3nsc(c(Cl)c(O)c2C)c(s1)=C(N(O)O)C3,29,0.48204867187351974,0.5237536601918485,1,0.8230499127929485
CC1=CCC2C(C)N=C(O)C3=CN4C(=O)C(c5cc(Cl)c(cc54)N=C1S)C1C2N1N3,30,0.4251694558749548,0.28816622974893985,1,0.8005194470657815
CCNCC(CC)COC(C)C(C)C1CCCC(C(C)F)C(CC)CCC(F)C(C(CCCNCC(C)C)C(N)C(C)CC)C(CCCC(O)C(CC)OC)CN(OC)C1,60,0.05520137785674821,0.364284066647048,0,0.5155637289405125
O=C1SONC2(S)C=C(SN1O)C1=C=NON(C=C1)CSOC(C=CC(O)=S)=C=C2F,31,0.08034231463659881,0.23039223283386315,0,0.16551555338145266
CC1=NSSC1=CC1=CC=CC=CC=C1O,16,0.5598207813289373,0.6449832797736339,1,0.5391629097475225
C=CC=CC12C=C=CC(=C=C1)C=C(CC=C)C1=CN(C)C(NC(C)=O)C(=C)C3CC3CC2C(C)(O)CN1N,38,0.22003750550939594,0.23757591449511928,1,0.4896040999929372
CC1C2=C3C=C=C4C56C=C(C(=O)N2)c2ccc7c8c2C=C(C5)N(O)C41N(C3=C7)N(S)C(=C=N6)S8,34,0.38972336942088687,0.23981014942676548,1,0.7591873042176028
COC1=C2C=C3CC4CC=C(C=C5C(=NC6=CC=CC6)C6=CC=C1OC2(O6)C3CC5(C)C)C4,33,0.5033740106225219,0.2366824739842975,1,0.3417881051136949
O=C1C=CC=C2C=C3C4CC45SC2C(=C2C(c4ccc(O)o4)C5CN12)CC31SCC1N1CN1,33,0.6339120306676986,0.2643683228295008,1,0.7947222754533874
CC1=CN2CN(Cl)C=CC(=CC=C(N=O)C=C1)SSC1C(Cl)C1S2,24,0.18005856509340176,0.32179698861460754,1,0.42926155485343737
CC1=C2N=C(O)C3C(=O)NC4=CC5=CN6C(Cl)=C3C(=CC3(C=C=CN63)S2)NC(=NC5=C1)C4,32,0.3784184847056445,0.3432169388011761,1,0.7430184925321102
COC=C1C(O)OC2=C3CCC4C5CC6(C)CC(O)N(CC(O)(CC=CN7CCOC7CO3)C1SC(=C=O)C4C)C2(C=C6OC=O)C5,47,0.22948161072541418,0.21836873115502423,0,0.735978929238974
CCN1CC2COC34CCC5N6CCNNC(CS1)C1NOC7SC3C(O)C(C)C3(CC4)OC(O3)C(C2)C(O)C(C)CCCC(O)C75C(C)(C)CC16,52,0.21820874332977327,0.15251118962646576,0,0.9383411404203948
C=C1N2NC3(Cl)CC34C=CC3(C)C=NCC1(C)C=C2C3=N4,21,0.42385118319643905,0.2723915396963167,1,0.4673535842464641
N=CC1=C=NN2C(=C=CN(O)N=NN2SC=O)C(=NCl)C1,21,0.35061492678466805,0.4233326876906455,1,0.025457127937421314
Clc1nnc2c3c(sc2c1Cl)=NN=CSN=C=3,17,0.6938697941779013,0.5606216618467759,1,0.04305702769701944
C=C1C2=CC3(F)ONN1C1=CN4C=C(C4(O)F)C4(N)CN4C(F)N(F)C(F)(F)CC(=C(F)C=C1O3)O2,36,0.18889128982178272,0.3059851255762978,1,0.19992576868978781
COSOC1C(=O)NC(O)=CC(F)=CN2SC(=S)OC(F)C3=CC(F)=C1ON=NSC14OCC2NN(CC1(O)C(=O)O4)OCC(C)N3N,48,0.08954747689069233,0.2581396490100374,0,0.15102550528114123
COC1=NNC(N)=NC(C=CF)CC2=CC3CC4C5=CN6N=C(CC(=CC=C1)C5)NSC3(N)C=C2C4=C6C,38,0.37905125312099236,0.34860778916478297,1,0.5833602725217025
CC(SC(F)C1CC2CCN(N)C(O)CN(C)C(NC(O)C(F)S)CN(O)CCSC(F)(S)C(O)CN2C(C(F)CN(N)CCl)CC(Cl)CC1N(CN)NO)C1CN1,58,0.015548213357181767,0.2381191509475603,0,0.32976872700637666
COC1=CC=C(F)NN2OC(N=Nc3ccccc3)=NN3c4c(O)cc5cc4CSC3C2(CC1N)C5C,37,0.3886514638044583,0.2842848829414594,0,0.7943041308019556
C=CC(Cl)C1=NSN(O)C(=O)C(OOC)CN(CCO)C=C(C(=O)O)C(C)=CN(O)C1=CCl,33,0.0958058731983367,0.4580306976939451,0,0.389338155058715
N=NC1(O)OOC(ON)=CC(O)=CN(Cl)C2=C=C=CN1C(SCl)=C=C=C2,26,0.17923697204713013,0.24783465135141172,1,0.2615043477891062
CC1=COOC2CC(C)(F)CNN3C(=N)NC4=C=CN(CN(O)C5=C3CC(C)C(NC5=C1)N2)C1C(O)OSC2C(C)NCCN2CC1O4,48,0.10057080404885702,0.2486076060962374,0,0.7083473041470947
COC1=C=C2SNC34OOCCC(CNC(=CC(=N)O)C(C)NONC(SF)=CC5=CC=C(Cl)SOC(C1N5)(C(N(O)O)CC3Cl)N2O)O4,49,0.02886951310203431,0.16890013684946326,0,0.3213019468045137
COn1c2nsc3c(N(O)Cl)c(Cl)c1SC(=O)ONC(=C3O)SON(N)ONSOOC(SNOO)SON2,39,0.05450531175766581,0.24448120817906924,0,0.0015352555730553075
COc1cccc(O)c2c(c(O)ccn3soc(C)c(O)oc4nc(c1)c3cc(OC)ccc4O)C(O)(O)C(=O)SN2O,43,0.15658731256597802,0.4976257235532461,0,0.4445118315673863
COC1=CC2=C3C=C(O)C4N(C=O)C(=N1)CC1(NN4C(=C2)C1=N)S3,24,0.6455467860882024,0.24400427501664051,1,0.6902587123103647
CCCC1CN(CC(=O)Cl)C(N(C2=CCSN2O)c2nc(CC)cs2)O1,26,0.5092658827829056,0.5629950925883794,1,0.7009227762183915
CONC(CCCCC(C)C(CSC(CC(O)C(O)O)C(C)OC(O)NO)C(C)(CCC(C)CCC(C)C(CO)SOO)C(C)(C=N)SC(C)C(CO)C(O)O)C(O)NO,60,0.010539234274116734,0.3129949454442937,0,0.5899177171512473
N=C(F)C1=C2C=C(O)C3C2C2NC34CCC2(F)OC2(F)NC3CCC2OC(=C=N4)C(C=CF)=CC=C=C1O3,38,0.18712588512517875,0.183547055496533,1,0.7847321637640018
CC(O)NCCCCC=CC1=CC(O)=C(Nc2cccc(F)c2)OO1,25,0.3101233830690992,0.6835151528289864,1,0.9239936945067568
CONC(C(O)CC(NSC(CC(O)C(O)S)OCN(C(O)O)C(CS)N=O)OS)C(CC(CC(COOC)OSOO)OOC(O)COC(C)O)N(O)C(O)CSOC,60,0.00600985345026542,0.25793804166086115,0,0.04602338660860339
O=C1C2=CC=CC2c2c(O)cc(N(F)F)cccnc1c2F,22,0.8079715245226196,0.5484481392168432,1,0.636553808528323
CN1C2=C3CC(OSC2=CC=C(C(=O)CC=C(O)C=O)C(=O)C1(C)C)N(N1CCC(O)N1)SO3,34,0.12372296453533776,0.3893035260127056,0,0.7121116559959119
COC1=C(O)C(C2C3=NC(=CC4C(=O)C(N)C42)C(N(O)F)=C3)=CC(=CF)C=C(F)N=C1,31,0.35684860423789755,0.3273371631773019,1,0.7825856167440316
CC1=CC2=CC3=C(Cl)C=C4SN=CN5CC6=NC7(OC6=COC7=CN15)SC24N3O,29,0.5688373900839905,0.33441253635192036,1,0.696006657047625
C=C1OON1NC1=CC=C2C=C=C3SC4=C(C)C(=C1)OC1(NC1N4)SC1=CC1C(=O)C3=CN2O,34,0.2560278330258745,0.4807285905441524,1,0.8598999745207605
C=COC1=CC(CC2=C=COO2)=C(O)C(=CCl)N(C)C(=O)C(O)=C1CC1=CC=CC1ON,32,0.2272399514588745,0.4401319272006632,1,0.7660057760420268
CC1CC2NC3CCC4CC2N2SOC5SC6C7CC8CCC3(CC39CC1OC(O)C1NC3OC(CC(F)C4C9N1)CC6C5SCC2C8)N7,49,0.2008149124475581,0.13055126798008607,0,0.8324733466552754
C=C1C2N(C(=O)C=NSOO)C3=C4SC1(C)C=COOCC(=O)C4=CSN1CC(=CN(Cl)C=C3)NOC=C(SOO)SC2(O)S1,45,0.05724326221973299,0.2612755816142691,0,0.23758085647517782
CC1ON=NN2C3=C(O)N=C1C=CC(N(O)O)=C(O)COC(=C3)C21COS1,27,0.38087802653624336,0.27502752327645436,1,0.2702373659209153
CC1C=C(F)C2(C)CN3C4=CC=CCC5(O)CC67C8C=C5C=C(C=C5C(=N8)C(=O)C(C8C4CC6N8C(C)C53O)N1O)C27C,43,0.4028207506236342,0.17636362501994107,1,0.7513984594061686
CC1=C2C(=O)C(N3C=C=C(O)C=NC3C(=O)O)C3=CSC=C1C(=O)C(N)C2CS3,29,0.5538135114387985,0.3082202237292371,1,0.8432585949539032
COC1=C=C2N(F)CC3(C1)C1=CC(C)(C)C4=C=CC(=C(C1)C1=C(CC5=CN=C(SC)CN25)OCC(=O)OC(O)=C1C)C43C,43,0.16328607978936907,0.40974408718595945,0,0.8219564254436277
C=C(CC(=O)O)C1=Nc2cc(C(C)O)c3cc2C2CCC(F)C2(C=CC(F)=CO3)C(O)=CC(C)=C1F,36,0.4372121726711181,0.3635184561173232,0,0.6763922212758633
CC1C2=C3C(=CC45C=C(F)C6=C=CC7(CN3C(F)=NC(CC6(N)C1(O)O)O7)C4=N5)C(F)=CC2(C)C,35,0.2783677740887573,0.2761510448199462,1,0.8159043302758223
CCC(CC)NCCC(O)NC1C(CCNC(O)N(C(O)CNC(C)C)C(C)SC)CC2C(CC)C(O)N2CC(O)C1CCC(CN(O)C(CC(O)CO)N(C)F)OC,59,0.025720778099510646,0.35723889930111813,0,0.9761502732781321
CC(=O)NC1=CC(C(=O)O)=CN(O)C=C2CC(COC(F)=N2)NC2C(C)C(=O)C(=C1)C2N(C)C,34,0.46098133608307046,0.35198051712018075,1,0.8769524241674278
CC1=NC2=C=CC(=S)NC3=C4CCC(=C=C1)C=C(F)CC1ONC(=CC(CC5CCC5C)CC41)N3CC(F)NN2C,41,0.22432891644439182,0.3361903172627826,0,0.6311232724853777
CCC1=NC(F)=C2C=CC=C(N(O)O)C=CC2(CC(Cl)N2CC(O)CC(F)C(O)C2)C(N)C2(NOC)C=C(N1)C2=O,41,0.12631898789698953,0.2848104042274012,0,0.849624533897422
CN1C(=O)N=C2CN3N=C4ON=C5OC=C(C=C2C4SC(N)=C51)C3=S,25,0.6275030851625818,0.3236927305920749,1,0.3749172696710068
O=C1CN2NN3C4SC56OC(=C(C=C5N(C1)C36)C4=O)C=C1C=NC12,24,0.6078117342544017,0.3416241032009821,1,0.6902587123103647
CC1CCC23C=C4SC5CC(OSNN(O)Cl)CCOC6(C2)C(CC=CN6C(SF)=CC4=C2C(O)NC(C)C2C(C(O)O5)C1OO)CCCC3,50,0.05752012977119518,0.18816014443338366,0,0.8615261128353198
O=CC1=NOC=Cc2nccc(n2)C1Cl,15,0.5319902900581962,0.4366436299240209,1,0.6013336085120095
C=CC1=CC=CSN=C1c1cc(C)cc(SOSCl)nc1=O,22,0.5549444846433508,0.6179602114843498,1,0.5458530921493273
CC1=CN(C2=C=C=NC2N(N)N)N=CS1,15,0.3882596531295389,0.4228166138402709,1,0.03974497836435852
CC1C2=C=CC(C)(C)C(SCC(O)C(O)CC(C(O)O)C(OF)C2)C1C,26,0.426924475820465,0.3320948756510117,1,0.6179219103050079
CC(C)(O)CC1=C=C=C2SC3C4(CC(=C(F)C=NOON)NC(C=C5SC(S)(Cl)OOC5(O)S)=NC2(C4)S1)C3(F)C(F)(Cl)Cl,44,0.03592511047585943,0.2669910621794958,0,0.2963079509569204
O=C(O)c1cc2c3n(O)c4c(ccc(c4Cl)c1=CN=C=C(C=CF)C=C3)C=C2F,29,0.7020435403317908,0.4373457192044648,1,0.8168102941226584
CCCC(O)CC(OC1C2CC(C)C3C4COC5CCC(C5)C(C5(O)OC5C)N(C1O)C(O)(O)C3CC(O)C(O)C1C(O)C(C)(CC2O)C1C4)SSOC,54,0.06606084768048676,0.2619602059814674,0,0.5857910061177807
CCCC1(O)CC(O)N(C=N)C2C3CC(Cl)CCN(O)C4=C(C)C2C(CN)OSC2CC(C)SCCC(Cl)C(N=C=CN(C1)C2=O)C(O3)SC4C,51,0.11593965937484696,0.23833938516885786,0,0.8829489880006253
CN1C(=O)CN(N)C2CCCN3C=CC4(C=C2C1=NON)CC(=CC3)SC(C=C1OCS1)=C4C(=O)O,36,0.3600924941639981,0.29406437722991174,0,0.8171449055822494
CC1NC2CNC3CC(C(O)O)NCC(C(C)N(C)C1O)N(C)C1C(O)CSC4OC(CO)C1CC(CO)C(O)CCCC(SC1CN4C(O2)O1)C(C)(C)S3,55,0.14988384509258584,0.22105741975917484,0,0.8604302067336339
CC(=O)NC1=Cc2c(scc3cc4c(F)cc(nn24)N(SO)CN3C(=O)S)C(OO)=CS1,32,0.15515928325772585,0.4341055473012485,0,0.34244519691800507
C=C(NN1SC=C=C1C)N1C=C=C(F)C(=CN(F)C=CF)C1,22,0.4707167672286891,0.4621584948509041,1,0.34269950796698173
CC1=CN(C)C2=CC(F)=C(C(CF)CC2=C(O)F)C(N)N1C(=O)S,24,0.49526460839808784,0.40476078045652236,1,0.5855098917671587
CC(=O)NC1CC2(C=C(N)C(C(=O)O)=NS2)N1,17,0.4789818463747134,0.526622666061258,1,0.3152468811174467
CONN1N=c2oc(O)c3oc4c5c(=O)n(oc2=CSCl)C(=C(NSCC2(C)OCON2O)N5C)C(F)OSSOC4N(S1)N(O)O3,47,0.11438514689762527,0.2336313106678937,0,0.035805156802793406
CC1=CC23OC4OC5(Cl)C=NC2C=CC2=CC6=CC=C(NC6(C=C=C4OC(=O)C(OO)CC3C(C)C2)C(=O)C1=O)C(O)S5,43,0.0983301085164212,0.20045667462923789,0,0.7626988422576922
CC1(F)C=C2C=C=C3CCC4=C(O3)N3CC(=O)OOC5=C(F)C(C(=C(F)C(=NC(F)=C5)C5=C(C(=O)F)C(F)N45)N23)N1CF,43,0.14996235147889633,0.3809098646365169,1,0.45891218369322884
CC12Cn3c(c(F)[nH]c3=O)C(F)=C3CC(C(=O)O)=CSC(=NC1=O)C=C2C=C3F,29,0.7229520655403682,0.4191662133788788,1,0.6947663665880117
O=C1C2=CC3=C(O)C4=C(OCl)C=NC(O)=C(O2)N(O)C2SC(=C4C=C12)N3O,27,0.5090650614952835,0.3177717391649107,1,0.3977636434569967
C=NCC1=NC2=CC=CC(C=CC(F)OF)C(C(=O)N(C(F)=C=NN(F)CF)O2)C(C)NC1O,34,0.13413809772216925,0.2495024605253317,1,0.36088644453497937
C=NN1SC2=C=C=NC3=CC4(C2)SC1C(=C(N(O)O)C=C(CC(=O)O)C=C1C=C4C=C(O)C1)N3O,35,0.16261979989355693,0.3083373175406763,0,0.8002382408120797
CC1=CC=C2CC3(CCCS3)C(CCO2)C2C=C(CCC2)C(O)=CC=CC(C)(O)C1,30,0.46935610345303436,0.3244283473860766,1,0.328372814817556
CCCc1ccnc(Cl)c1,10,0.5988539638768317,0.8950919262912431,1,0.37792855466788144
CCCCCCC1(N)CN2CC(C(O)C3CNC(C(C)C)ONC2NC(Cl)C(C)CCNC(O)CCCCC(C)C3)N(CCNC(C)O)CCNCN(Cl)N(O)C1Cl,58,0.05028312937146368,0.7853623970724566,0,0.7619239766058139
CC12CC34CC=C(C=CC(=O)O3)C(O)(C1)C2CC4Cl,19,0.5471463611822549,0.3379685980190578,1,0.5329148289066219
Cc1cc2c(O)ccc3ccc(Cl)cc1NC1(N)C=C(N(Cl)Cl)C=C(C(O)=c32)N(O)N1,31,0.3412392922658666,0.4298677948281302,1,0.6886737954054764
CC1(N)SC2=NN3NOC(Cl)C(=CC(F)=NC31)C=C2,19,0.6583879199864973,0.3008019026922137,1,0.20635720813794453
C=C(C)CCC(F)=CCc1c2c3c4cn(N)n(c1C1=C(O)C=C5C=C2C(=NC1=C(C)C5(C)C)OC(=O)C3CN(Cl)Cl)C(Cl)S4,44,0.09913414288757065,0.3153104616456791,0,0.799149680707182
CSN1NCSC2=CC(=C=S)N=c3c4n(n3O)CC(CC=NC(C)S)OC=4N=C21,29,0.1985521502916935,0.37372680301147754,1,0.23618657274636487
CC1OC2COCC3C(N)NC(Cl)N4C=CC56C=C(C=C4O)OC4(CC7CC8C(F)C=C9C5=C(C(CC85OC35)C4N9C6)N7Cl)N12,45,0.1542378200867908,0.1435622805589782,0,0.9356565710075839
CCC(O)C(C(F)CC)N(C)C1CCC(C)NC(C(O)O)C(SC(CNCl)SC)CC(O)C(CN(F)SSONC(C)O)(N(F)CN(O)C(O)O)CC(N(N)N)CCNN1,60,0.008285349573021338,0.2308521472245858,0,0.3315809421500675
C=C1C(CCCC)=CC=C2OC3C4=Cc5c(Cl)ccc(=C(C)O)c5=NOC(=O)SC(=C(OC)C=C(ON)NC4C(O)N2Cl)SC13,45,0.18355701559090795,0.26868475377208945,0,0.8841103290420794
C=C=C(C)C1=C(F)N(C)CC1C1CCC1OC(CC1CCC1)C1=CC1C(=O)O,28,0.37963445787053945,0.5363465883850532,1,0.5555508863867988
CCC1NC(CN(O)F)C(O)NCNSN2OC(C)SN3CSC(O)N2C24C(O)CC5CC(OC5N)C(O)C2C1CCC(C)(CCC(S)CN4C)OC(O)N3,55,0.07183497475272824,0.18955065962089318,0,0.5141713351686007
C=C1C2=NC34CC(F)=NC5=C=CN(CNN1C2CF)CC(CC(C)N3)C5=N4,27,0.6791629055838775,0.22700153499171727,1,0.33626105078282376
COOC1(C)C2=C3C=C3C(=O)ON(C)COC3CCC(O)C(C2)(C3)CC1Cl,27,0.4331436020001704,0.29202147266148276,1,0.6880076464487893
C=C1N(S)NOCC2(O)ON1C13COONC(C)(C1)C1=C2C(=C=C=C1)C3,26,0.2699491584449902,0.3045305841538625,1,0.7400277272411243
CC1(N)C=NC2(CS1)CC1=C=C=C(N=C1)C1=NC=CC(=NOC3N=C=C=C32)N1O,29,0.5888384079012792,0.2561545694589645,1,0.568319538565268
C=C1C(O)C2CN(C)C=C=C2N(C=O)C1CC(O)=CO,20,0.3054047513957455,0.47477306110548134,1,0.8931059938872078
N=C=C1ONN2C=C3C=C4C=C(CN(C(=N)N13)C4=O)C2(O)CN(O)O,25,0.2552259106226376,0.3620852636638674,1,0.2116015918512259
CCC(N)C1NC(Cl)SC(C(CNC(O)CSC(CCC(F)SC(CCC(O)NC(COO)SF)SCC(O)(OO)C(Cl)C(O)O)ON)SSON(Cl)C(C)C)OC1CC,60,0.006095682289369889,0.24903819153061826,0,0.24184970626316868
CC12CN3C(=S)C3N(CN(NC(=O)F)C3C4=C3OONC(=O)C(=CN(N)CC(C=C(F)Cl)=NO4)C1F)C(=O)O2,39,0.10109296348799296,0.24891547801145197,0,0.2336315989679104
C=C(O)N=CC1=CN=CC2(O)C3=CC(O)=C4CSC=C4C4SCN4C4(C(C)=C4N1)C2SO3,32,0.26477989781586514,0.36047917303081156,1,0.7977654852693525
C=CC1(C)c2cn(Cl)oc3c(s2)C2=C=C=CC(=C3)c3cc4n(n3)C3=NC=C(C=CN2C=C=C4F)N(O)C31,37,0.3860680757014397,0.3262759192101457,0,0.7820984844484583
CC12NC3C4C(O)OC56OC7C8N9NC%10=CC=C(N=C%11C%12C1C(O)C1CC5(OC75CN%11C(=C(C(Cl)Cl)C%105N8C3%126)O1)C92)C4Cl,43,0.2667522981971772,0.10104121003154631,0,0.8386155512510473
CC1CC23COC2C(O)C2(CC(OO)CC4CCC(C(O)C4O)N4CC5(O)CC6N(OC(C(O)C(O)C3)C5C(O)C(OOOC4C)C6(O)Cl)S2)CC1O,53,0.06023061150783383,0.1663335888163492,0,0.3734335915740059
C=C(Cl)C=C=C=CN(Cl)C(Cl)=C1C=C2C=C=C=C3C=C=C=C(C=C4OC(N)(O)NOC2OC41)C3,34,0.17171100695745586,0.25257449419546696,1,0.8097952212673928
CC1OC23OCC(C=C2C(O)=C(C(=O)O)C=C1O)CC(N(O)F)C3O,25,0.35622585321461003,0.3655016146657477,1,0.2896593194210315
C=C1CC2=C(C(=O)C(O)N(F)CC3OCC(=CNN3O)CN(N)C(Cl)=CC2C(C)(C)O)C(N(C)O)C(COC)=C(ON)C=COC1(COC)OC,51,0.0585769503158756,0.2583786867883196,0,0.6902239508815334
CC12CCC3NC(C1)C(C)(Cl)C1=NC(Cl)=C(C(O)=NC(O)=C4OOC5=C4ONN3C(C5)C2Cl)N2NC(=CO2)C=C1,40,0.15539136812225932,0.2880650118361871,0,0.6364815754468206
CC1=C2NC(C=C(Cl)C(=O)O)C=C3C=C4C=CC=CC2C4(C)CC1NN3NCC1CCCC1,33,0.45094871628391203,0.3299913946917053,1,0.687581803002841
CC1C2=CC3=CC4=C(O)N5CCC6SN6CC46C4CNN(C(=O)N3N4C6NN3C4=CC4=CSC3O2)C1C5C,38,0.30349113577693,0.1972382858373361,0,0.6767361453264534
COC(=O)C1CC2C3C(C4OC4C)C2(N=C=C(F)C=C(F)N3C)N1,24,0.4599739099668629,0.29521871636714525,1,0.8608323319841652
CC1N(SCl)N=C2CN3SC4=CC5C(=CN2N=C(O)C4)SC(=CN51)N=C3Cl,27,0.4656610250818558,0.22903815751864867,1,0.14510972064416378
CC(O)OSCC1CC2C3C4OC(C)(O)C5OC6CC7(C(NC(S4)C(NC(C(O)O)CC2N6C)C(C(N)C5C)C7O)S1)N(C)CN(O)C1CSC1C3O,53,0.11088910319489714,0.14921773445577338,0,0.7287705575779567
CC1=CC2=C(N=O)N3C1SC(C)(O)C3N(O)S2,17,0.5553173100206817,0.40136902867556934,1,0.3252750258780199
COOC1(C)Cn2nnnc(Cl)cc(O)c(n2)CC(=O)ON1,22,0.5362139760475394,0.45181081260902484,1,0.09765906440057313
CC12OC(O)C3CC45CC6CC7C8=CC9%10CN%11CC9N9CC(SC(Cl)C%11N(O6)C(C9)C(CC(OO4)C1(O3)C82)C(C(F)Cl)CC7%10)N(Cl)NS5,48,0.13470822458725143,0.10932677936628624,0,0.8349268779705938
CN1CCN(CC2NN(c3cn(O)nc3CC3=CSC(C=O)=NS3)NC2(C)F)C1,29,0.25105679373028783,0.49438038583407873,1,0.25393934413814884
CCC1COC2CCC3NC(O)C(NSOOO)NCC(O)(OC)NC4(CC2CN(O)O)OC(C)C(C(O)C(F)CCC4O3)C2C(O)C2ONC(C)C(O)CO1,56,0.03113823731772799,0.20480910757854806,0,0.38657772782989114
C=C1C=C2N=CC(O)=C(CC(Cl)C3OC(CCl)CN4C5CSSOC(=C(NC3N(O)O)N(NC(O)F)CC(C(O)F)C1)C(=O)C(C)C4S5)NN2,50,0.04871320474816763,0.21828774399819137,0,0.4565533392170757
CC1=C=NC(C=C2C=C3CN3OC(=O)N3C=C2NC3)=C1,20,0.7302243035105921,0.4126464463416346,1,0.8081157459261128
CCN(CCC(C)C(C)C1CC(CCCCl)CNC(ONC(O)O)C(O)CC(C(CO)N(C)O)C(O)C(O)(CCl)NC(Cl)N(C(C)O)CCNNCCN1)C(C)CCCO,60,0.028527889192422017,0.3047739777505431,0,0.8130693284767623
CC1=CC2=CC=NN3C(=O)N(C)C(=C4C=C(CC5CC(O)(NO)c6c4n5n63)N2)C=C1O,31,0.341257184117487,0.2705085031068772,1,0.6899649425682227
C=C(C=CC1=C=NSC(=COC)c2[nH]oc2SC(=CN=C(O)C(Cl)CCl)OOC(Cl)=C1)C(Cl)Cl,34,0.06315075505360988,0.3985545189791017,0,0.3437315429565144
CC1CC12C(O)=CC(N(O)Cl)=C1Cc3nc(O)c(ccc3=O)NOOC1C2C,28,0.3143447794360708,0.32332076420922906,1,0.7753998177868728
COOSC1=C2C3OC4=CC=C5C6=CC=CC7=CC=C(C(=C5C(C(=O)C5=CC(Cl)=C5)=CC(C(O)Cl)C7)O3)C1N2C6S4,41,0.16328040523766954,0.37629035441235836,0,0.714996825525567
CC1(Cl)COCCCC1C(CC(O)O)=C1C=CC1=O,19,0.4692175925436156,0.6229405686653224,1,0.5601604586287234
CC(O)NCC1NCN(OO)CC(N(C)O)NC2CNC3CC(C4NCN(Cl)C(O)C(O)C4Cl)SC(OO)CC4OC(=O)CC(CC4CC(N1)C(O)N2)NO3,55,0.02888402763412385,0.20100468206747518,0,0.33733237741026345
